person_id,group,data_source,gender,edu_level,year_in_school,age,job_status,field,difficulty,time_per_week,used_ai,heard_simplify,page,is_treatment,signup,useful,regular,recommend
1172,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,3,3,3,3
1173,AB,llm,Male,Master's student,Master's student (1st year),22.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,No,A,0,1,1,1,2
1173,AB,llm,Male,Master's student,Master's student (1st year),22.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,No,B,1,2,2,1,2
1174,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1174,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1175,AB,llm,Female,Master's student,Master's student (1st year),24.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1175,AB,llm,Female,Master's student,Master's student (1st year),24.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1176,AB,llm,Male,Master's student,Master's student (2nd year or above),25.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,More than 8 hours,1.0,Yes,A,0,4,3,4,4
1176,AB,llm,Male,Master's student,Master's student (2nd year or above),25.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,More than 8 hours,1.0,Yes,B,1,4,4,4,4
1177,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,3,4
1177,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,3,3,3,3
1178,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1178,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,B,1,3,3,3,3
1179,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1179,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1180,AB,llm,Female,Master's student,Master's student (1st year),22.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1180,AB,llm,Female,Master's student,Master's student (1st year),22.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1181,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,0.0,No,A,0,2,2,1,2
1181,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,0.0,No,B,1,2,2,2,2
1182,AB,llm,Male,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Computer Science / Engineering,Neither easy nor difficult,More than 8 hours,1.0,Yes,A,0,4,3,4,4
1182,AB,llm,Male,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Computer Science / Engineering,Neither easy nor difficult,More than 8 hours,1.0,Yes,B,1,4,4,4,4
1183,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,4
1183,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,B,1,4,3,4,4
1184,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1184,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,3,3,3,3
1185,AB,llm,Male,Master's student,Master's student (2nd year or above),24.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1185,AB,llm,Male,Master's student,Master's student (2nd year or above),24.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1186,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,3
1186,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,3
1187,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1187,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,B,1,3,3,3,3
1188,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1188,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1189,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,0.0,No,A,0,2,2,1,2
1189,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,0.0,No,B,1,2,2,2,2
1190,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,A,0,4,3,4,4
1190,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,B,1,4,4,4,4
1191,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,3,3,3,3
1191,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,3,3,3,3
1192,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1192,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1193,AB,llm,Female,Master's student,Master's student (2nd year or above),31.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,4
1193,AB,llm,Female,Master's student,Master's student (2nd year or above),31.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,B,1,4,4,4,4
1194,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1194,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,4,4,4
1195,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,3,3,3,3
1195,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,B,1,3,3,3,3
1196,AB,llm,Female,Master's student,Master's student (1st year),22.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,Not sure,A,0,2,2,3,3
1196,AB,llm,Female,Master's student,Master's student (1st year),22.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,Not sure,B,1,3,3,3,3
1197,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Computer Science / Engineering,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1197,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Computer Science / Engineering,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,4,4,4
1198,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1198,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,3,4,4
1199,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1199,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,Yes,B,1,3,3,3,3
1200,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,4
1200,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,B,1,4,4,4,4
1201,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1201,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1202,AB,llm,Female,Master's student,Master's student (2nd year or above),25.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,1.0,Yes,A,0,5,4,4,4
1202,AB,llm,Female,Master's student,Master's student (2nd year or above),25.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,1.0,Yes,B,1,4,4,5,4
1203,AB,llm,Male,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,No,A,0,1,1,1,1
1203,AB,llm,Male,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,No,B,1,1,1,1,1
1204,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,3,4
1204,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,3,4,4
1205,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,0.0,Yes,A,0,3,3,3,3
1205,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,0.0,Yes,B,1,3,3,3,3
1206,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1206,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1207,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1207,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,Yes,B,1,3,3,3,3
1208,AB,llm,Female,Master's student,Master's student (1st year),22.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,4
1208,AB,llm,Female,Master's student,Master's student (1st year),22.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,B,1,4,3,4,4
1209,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for internships,Computer Science / Engineering,Somewhat difficult,More than 8 hours,1.0,Yes,A,0,4,3,4,4
1209,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for internships,Computer Science / Engineering,Somewhat difficult,More than 8 hours,1.0,Yes,B,1,4,4,4,4
1210,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1210,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,3
1211,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,A,0,2,2,1,2
1211,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,B,1,2,2,2,2
1212,AB,llm,Male,Master's student,Master's student (2nd year or above),31.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1212,AB,llm,Male,Master's student,Master's student (2nd year or above),31.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1213,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1213,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1214,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,3,3,3,3
1214,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,B,1,3,3,3,3
1215,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1215,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1216,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,3,3
1216,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1217,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1217,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,B,1,3,3,3,3
1218,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1218,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,4,4,4
1219,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,3,3
1219,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,B,1,4,3,4,3
1220,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1220,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1221,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1221,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1222,AB,llm,Female,Master's student,Master's student (2nd year or above),25.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1222,AB,llm,Female,Master's student,Master's student (2nd year or above),25.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1223,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,A,0,2,2,1,2
1223,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,B,1,2,2,2,2
1224,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,3,3
1224,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1225,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,A,0,1,1,1,1
1225,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,B,1,1,1,1,1
1226,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for internships,Computer Science / Engineering,Somewhat difficult,6-8 hours,1.0,Yes,A,0,5,3,5,4
1226,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for internships,Computer Science / Engineering,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1227,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,3
1227,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,3
1228,AB,llm,Female,Master's student,Master's student (2nd year or above),26.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1228,AB,llm,Female,Master's student,Master's student (2nd year or above),26.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,3,3,3,3
1229,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1229,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,B,1,4,3,4,4
1230,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,4,4,4
1230,AB,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1231,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1231,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,B,1,3,3,3,3
1232,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,A,0,2,2,1,2
1232,AB,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,B,1,2,2,2,2
1233,AB,llm,Male,Master's student,Master's student (1st year),31.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1233,AB,llm,Male,Master's student,Master's student (1st year),31.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,4,4,4
1234,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,3,3
1234,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,3
1235,AB,llm,Female,Master's student,Master's student (2nd year or above),24.0,Not currently looking for jobs,Business,Neither easy nor difficult,6-8 hours,1.0,Yes,A,0,5,3,5,4
1235,AB,llm,Female,Master's student,Master's student (2nd year or above),24.0,Not currently looking for jobs,Business,Neither easy nor difficult,6-8 hours,1.0,Yes,B,1,4,4,5,4
1236,AB,llm,Male,Master's student,Master's student (1st year),22.0,Actively applying for internships,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1236,AB,llm,Male,Master's student,Master's student (1st year),22.0,Actively applying for internships,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1237,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1237,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1238,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1238,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,B,1,3,3,3,3
1239,AB,llm,Male,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,Not sure,A,0,3,3,3,3
1239,AB,llm,Male,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,Not sure,B,1,3,3,3,3
1240,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1240,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,3,4,4
1241,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,4,3,4,4
1241,AB,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,B,1,4,3,4,4
1242,AB,llm,Male,Master's student,Master's student (2nd year or above),25.0,Actively applying for full-time jobs,Computer Science / Engineering,Neither easy nor difficult,More than 8 hours,1.0,Yes,A,0,5,5,5,5
1242,AB,llm,Male,Master's student,Master's student (2nd year or above),25.0,Actively applying for full-time jobs,Computer Science / Engineering,Neither easy nor difficult,More than 8 hours,1.0,Yes,B,1,4,5,5,5
1243,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,3,4
1243,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1244,AB,llm,Female,Master's student,Master's student (1st year),24.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1244,AB,llm,Female,Master's student,Master's student (1st year),24.0,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,3,3,3,3
1245,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,No,A,0,1,1,1,1
1245,AB,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,No,B,1,1,1,1,1
1246,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1246,AB,llm,Female,Master's student,Master's student (1st year),24.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,4,4,4
1247,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1247,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,B,1,4,3,4,4
1248,AB,llm,Male,Master's student,Master's student (1st year),31.0,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,A,0,2,2,1,2
1248,AB,llm,Male,Master's student,Master's student (1st year),31.0,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,B,1,3,2,3,3
1249,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1249,AB,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,B,1,4,3,4,4
1250,AB,llm,Female,Master's student,Master's student (2nd year or above),24.0,Actively applying for full-time jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1250,AB,llm,Female,Master's student,Master's student (2nd year or above),24.0,Actively applying for full-time jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,1.0,Yes,B,1,4,4,4,4
1251,AB,llm,Male,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1251,AB,llm,Male,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,B,1,3,3,3,3
