person_id,group,data_source,gender,edu_level,year_in_school,age,job_status,field,difficulty,time_per_week,used_ai,heard_simplify,A_signup,A_useful,A_regular,A_recommend,B_signup,B_useful,B_regular,B_recommend,C_signup,C_useful,C_regular,C_recommend
1150,AC,llm,Female,Master's student,Master's student (1st year),25,Actively applying for full-time jobs,Business,Neither easy nor difficult,More than 8 hours,Yes,Yes,5,4,5,5,,,,,5,3,5,4
1151,AC,llm,Male,Master's student,Master's student (1st year),30,Actively applying for full-time jobs,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,Yes,Yes,4,3,3,3,,,,,3,3,2,3
1152,AC,llm,Female,Master's student,Master's student (1st year),26,Actively applying for internships,Natural Sciences,Extremely difficult,6-8 hours,Yes,No,2,1,3,1,,,,,2,2,2,2
1153,AC,llm,Female,Master's student,Master's student (1st year),24,Actively applying for internships,Natural Sciences,Somewhat difficult,6-8 hours,Yes,Yes,3,2,3,3,,,,,2,4,4,2
1154,AC,llm,Female,Master's student,Master's student (1st year),31,Exploring opportunities but not applying yet,Natural Sciences,Extremely difficult,3-5 hours,No,No,2,3,3,3,,,,,3,3,3,3
1155,AC,llm,Male,Master's student,Master's student (1st year),24,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,6-8 hours,Yes,Yes,5,5,5,5,,,,,5,4,5,3
1156,AC,llm,Female,Master's student,Master's student (1st year),28,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,0-2 hours,Yes,Yes,4,3,4,3,,,,,2,1,3,2
1157,AC,llm,Male,Master's student,Master's student (1st year),21,Actively applying for internships,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,Yes,Yes,5,4,5,5,,,,,4,4,5,5
1158,AC,llm,Male,Master's student,Master's student (1st year),21,Actively applying for internships,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,Yes,Yes,5,4,3,4,,,,,3,3,4,3
1159,AC,llm,Female,Master's student,Master's student (1st year),31,Actively applying for internships,Arts,Extremely difficult,3-5 hours,Yes,Not sure,1,4,2,3,,,,,3,4,3,2
1160,AC,llm,Female,Master's student,Master's student (1st year),21,Exploring opportunities but not applying yet,Information Systems / Data Science,Extremely difficult,6-8 hours,Yes,Not sure,4,3,2,3,,,,,3,3,3,3
1161,AC,llm,Female,Master's student,Master's student (1st year),29,Actively applying for full-time jobs,Design,Neither easy nor difficult,6-8 hours,Yes,Yes,3,3,3,2,,,,,5,3,4,4
1162,AC,llm,Female,Master's student,Master's student (1st year),28,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,Yes,Yes,4,3,4,4,,,,,3,3,4,2
1163,AC,llm,Female,Master's student,Master's student (1st year),28,Actively applying for internships,Information Systems / Data Science,Extremely difficult,More than 8 hours,Yes,No,3,2,4,4,,,,,4,2,4,4
1164,AC,llm,Female,Master's student,Master's student (1st year),22,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,More than 8 hours,Yes,Yes,5,3,5,5,,,,,4,3,4,4
1165,AC,llm,Female,Master's student,Master's student (1st year),28,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,Yes,Yes,5,3,3,4,,,,,4,3,3,3
1166,AC,llm,Female,Master's student,Master's student (1st year),31,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,Yes,Yes,5,3,4,4,,,,,3,4,4,4
1167,AC,llm,Female,Master's student,Master's student (1st year),23,Exploring opportunities but not applying yet,Design,Somewhat difficult,More than 8 hours,Yes,Yes,4,5,3,5,,,,,4,3,4,2
1168,AC,llm,Female,Master's student,Master's student (1st year),27,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,Yes,No,3,3,3,4,,,,,3,3,4,4
1169,AC,llm,Male,Master's student,Master's student (1st year),30,Not currently looking for jobs,Natural Sciences,Neither easy nor difficult,6-8 hours,Yes,Yes,5,3,5,3,,,,,4,3,4,3
1170,AC,llm,Female,Master's student,Master's student (1st year),22,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,Yes,Yes,4,3,4,4,,,,,4,3,4,3
1171,AC,llm,Female,Master's student,Master's student (1st year),27,Exploring opportunities but not applying yet,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,No,Not sure,2,3,2,1,,,,,3,2,2,0
1172,AC,llm,Male,Master's student,Master's student (1st year),29,Actively applying for internships,Computer Science / Engineering,Somewhat difficult,0-2 hours,Yes,Yes,3,2,4,4,,,,,4,3,4,4
1173,AC,llm,Female,Master's student,Master's student (1st year),22,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,Yes,No,4,3,5,3,,,,,3,3,3,3
1174,AC,llm,Female,Master's student,Master's student (1st year),22,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,Yes,Yes,5,4,3,5,,,,,5,3,5,2
1175,AC,llm,Female,Master's student,Master's student (1st year),22,Actively applying for internships,Computer Science / Engineering,Extremely difficult,6-8 hours,No,No,2,1,2,1,,,,,3,2,3,2
1176,AC,llm,Male,Master's student,Master's student (1st year),28,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,Yes,Yes,5,4,5,5,,,,,5,4,5,4
1177,AC,llm,Female,Master's student,Master's student (1st year),31,Exploring opportunities but not applying yet,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,Yes,Not sure,3,3,3,4,,,,,3,3,3,4
1178,AC,llm,Female,Master's student,Master's student (1st year),28,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,Yes,Yes,5,3,5,4,,,,,5,5,5,5
1179,AC,llm,Female,Master's student,Master's student (1st year),26,Exploring opportunities but not applying yet,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,Yes,Yes,3,2,5,2,,,,,2,2,3,3
1180,AC,llm,Female,Master's student,Master's student (1st year),24,Actively applying for full-time jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,Yes,No,3,3,3,3,,,,,1,2,2,2
1181,AC,llm,Male,Master's student,Master's student (1st year),25,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,No,Yes,3,3,3,2,,,,,2,3,2,3
1182,AC,llm,Female,Master's student,Master's student (1st year),22,Exploring opportunities but not applying yet,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,Yes,No,3,1,2,3,,,,,2,2,3,4
1183,AC,llm,Female,Master's student,Master's student (1st year),30,Actively applying for internships,Business,Extremely difficult,6-8 hours,No,Yes,5,3,4,4,,,,,4,3,3,3
1184,AC,llm,Female,Master's student,Master's student (1st year),25,Not currently looking for jobs,Information Systems / Data Science,Somewhat easy,3-5 hours,Yes,Yes,2,2,3,2,,,,,3,4,3,4
1185,AC,llm,Male,Master's student,Master's student (1st year),21,Actively applying for internships,Computer Science / Engineering,Somewhat difficult,3-5 hours,No,No,4,4,4,3,,,,,3,3,3,3
1186,AC,llm,Female,Master's student,Master's student (1st year),25,Actively applying for full-time jobs,Computer Science / Engineering,Somewhat difficult,6-8 hours,Yes,No,5,2,5,3,,,,,5,5,3,4
1187,AC,llm,Female,Master's student,Master's student (1st year),27,Exploring opportunities but not applying yet,Computer Science / Engineering,Extremely difficult,0-2 hours,Yes,No,4,2,5,4,,,,,3,2,4,3
1188,AC,llm,Male,Master's student,Master's student (1st year),23,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,Yes,No,2,2,2,3,,,,,2,1,2,4
1189,AC,llm,Female,Master's student,Master's student (1st year),24,Exploring opportunities but not applying yet,Business,Extremely difficult,0-2 hours,Yes,No,4,2,4,2,,,,,4,3,4,4
1190,AC,llm,Male,Master's student,Master's student (1st year),23,Actively applying for full-time jobs,Computer Science / Engineering,Somewhat difficult,6-8 hours,Yes,No,3,3,3,3,,,,,3,3,4,2
1191,AC,llm,Female,Master's student,Master's student (1st year),25,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,Yes,Yes,2,0,2,1,,,,,3,2,2,3
1192,AC,llm,Female,Master's student,Master's student (1st year),26,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,Yes,No,5,4,5,5,,,,,4,4,5,4
1193,AC,llm,Female,Master's student,Master's student (1st year),29,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,0-2 hours,Yes,Yes,5,3,5,4,,,,,5,3,5,4
1194,AC,llm,Male,Master's student,Master's student (1st year),30,Actively applying for full-time jobs,Design,Extremely difficult,6-8 hours,Yes,Yes,5,2,3,3,,,,,4,2,5,4
1195,AC,llm,Male,Master's student,Master's student (1st year),24,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,Yes,Yes,4,3,5,3,,,,,4,3,4,3
1196,AC,llm,Female,Master's student,Master's student (1st year),30,Not currently looking for jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,Yes,Yes,3,3,2,3,,,,,3,3,3,4
1197,AC,llm,Male,Master's student,Master's student (1st year),30,Actively applying for full-time jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,No,Yes,4,3,4,3,,,,,3,3,3,3
1198,AC,llm,Female,Master's student,Master's student (1st year),21,Exploring opportunities but not applying yet,Information Systems / Data Science,Extremely difficult,0-2 hours,Yes,Yes,3,3,4,3,,,,,4,2,4,2
1199,AC,llm,Female,Master's student,Master's student (1st year),30,Actively applying for full-time jobs,Information Systems / Data Science,Neither easy nor difficult,More than 8 hours,Yes,Yes,2,3,2,2,,,,,1,2,2,2
1200,AC,llm,Female,Master's student,Master's student (1st year),23,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,Yes,Yes,3,2,3,3,,,,,2,3,3,4
